day	page1	ratio1	count1	page2	ratio2	count2	page3	ratio3	count3
20150802.tsv	1._srpen	15.839434154878226	313	Praga_LTH	12.159439334209374	160	Letopisy_Narnie	10.045784976406072	681
20150803.tsv	Mil_Mi-28	65.71062234934412	1920	Centrum_softwaru_pro_Ubuntu	36.781575188736994	2078	Mil_Mi-34	22.225402016898336	235
20150804.tsv	Kazbek	49.70989624900239	718	3._srpen	27.312332887700535	471	Bitva_u_Tachova	21.779327521793277	252
20150805.tsv	Toxoplasma_gondii	31.378916893732974	1062	4._srpen	26.879951331620926	573	Socha_Svobody	20.553943167726445	2245
20150806.tsv	5._srpen	34.40859173126615	614	Kehinde_Fatai	26.48480565371025	324	Dadja_Altenburg-Kohl	20.47313040210447	471
20150807.tsv	6._srpen	25.14846036763845	619	Eklampsie	20.509395285275026	346	Enola_Gay	19.807480943095197	322
20150808.tsv	7._srpen	27.051973051010588	486	Antonio_Stradivari	24.605759922555663	293	Eklampsie	16.775025623505297	283
20150809.tsv	Mont_Blanc	26.4110647240919	2680	8._srpen	25.95651611233338	578	Tracheotomie	11.607089365951072	335
20150810.tsv	Figarova_svatba	29.287053979871914	1476	9._srpen	18.377660452070618	321	Salam_alejkum	17.566664174082106	677
20150811.tsv	10._srpen	29.083173384516954	524	Karel_Abraham	15.658155403918116	205	Perseidy	14.96764917325665	420
20150812.tsv	H._H._Holmes	72.02181245783675	923	Conchita_Wurst	41.03526970954357	2223	11._srpen	28.115897435897438	553
20150813.tsv	Perseidy	77.90305022080723	2186	Ivan_Moravec	32.783826223501705	361	12._srpen	28.69924812030075	583
20150814.tsv	Propen	58.22414892260615	1316	Perseidy	32.78627914141933	920	Unipetrol	31.912102280982133	633
20150815.tsv	Yperit	30.794253056040642	2236	14._srpen	29.253767415410863	593	Hepatitida_C	17.39175987540705	354
20150816.tsv	15._srpen	16.813144639002157	404	Felix_Holzmann	11.08149251261686	386	Hana	8.49786310291025	361
20150817.tsv	Leatherface	34.99365303244006	429	Ed_Gein	26.753388487942264	876	16._srpen	19.653945777931273	328
20150818.tsv	17._srpen	36.980563333882394	647	Epidermolysis_bullosa	33.754142169962584	546	Leatherface	24.389515749882463	299
20150819.tsv	Vzpoura_na_Bounty	40.36125769569041	529	Speci	39.91244635193133	536	18._srpen	33.57080035180299	660
20150820.tsv	19._srpen	34.06041544763019	671	Vzpoura_na_Bounty	33.49450307827617	439	Botulotoxin	33.41686231762536	2297
20150821.tsv	Laibach	41.52835000980969	610	20._srpen	31.440336401142492	571	Mastektomie	24.37994542974079	309
20150822.tsv	21._srpen	45.191317710334225	1356	Alois_Indra	16.323739579198094	237	Makedonie	14.009754042075036	2587
20150823.tsv	Hawker_Hunter	43.97319802237835	487	22._srpen	16.98676108374384	318	2K_Czech	13.711827068704391	287
20150824.tsv	Hawker_Hunter	93.09315638823834	1031	Le_Corbusier	20.065990883733587	850	Malawi	19.254523522316042	828
20150825.tsv	Hawker_Hunter	38.645849596669265	428	24._srpen	28.59329017068864	560	Tatra_163	19.98513701811426	372
20150826.tsv	25._srpen	33.03000304599452	625	Rey_Koranteng	30.642137258038712	552	Tatra_163	24.336739433348814	453
20150827.tsv	26._srpen	33.429321433258956	734	Koh-i-noor_Hardtmuth	19.907078215901745	355	Tatra_163	11.496826134076482	214
20150828.tsv	JavaFX	39.998382998383	499	27._srpen	37.00457485407793	676	Paracetamol	35.87324576736753	4140
20150829.tsv	Villarreal_CF	61.738069056520786	809	Takifugu	35.452492734182876	457	Adam_Sebastian_Helcelet	32.94546257451976	430
20150830.tsv	Adam_Sebastian_Helcelet	38.461912121881205	502	Desetiboj	32.75433642597822	1638	Pile	30.01324675324675	333
20150831.tsv	30._srpen	23.39401593161065	347	Toxique	21.79575707154742	302	Pile_(artist)	17.322932917316695	192
20150901.tsv	31._srpen	28.831780472239952	651	Denali	27.1309302941956	590	Pavla	18.453941120607787	336
20150902.tsv	Denali	21.19891333156639	461	Sepse	18.046547016962805	1162	Westerplatte	15.76702422562372	377
20150903.tsv	Bitva_u_Actia	201.76252099180084	5886	Cenzura_na_internetu	23.608018193743895	23753	Naftalen	23.315117871818902	932
20150904.tsv	Skopolamin	68.82148474363008	1261	Nova_Sport_2	26.226357183963167	394	Wikipedie:Kverulant	16.216582914572864	186
20150905.tsv	Skopolamin	26.30607109153822	482	Nova_Sport_2	23.09783234222137	347	The_Book_of_Souls	16.078734224901112	246
20150906.tsv	Afekt	42.3612867748144	888	Nova_Sport_2	23.09783234222137	347	Wikipedie:Kontakt	20.17554528249201	1874
20150907.tsv	Machiavellismus	34.47194135490394	786	Wikipedie:Kontakt	28.529986658806738	2650	Kim_Novak	28.515046296296298	355
20150908.tsv	Parafilie	18.489889988322783	867	Petronas_Twin_Towers	18.282625247449367	346	Wikipedie:Kontakt	15.46002295926282	1436
20150909.tsv	Lesbos	19.711811569102874	328	Federico_Fellini	18.764491046182847	459	Petronas_Twin_Towers	15.006547890970003	284
20150910.tsv	Nomofobie	93.73042535898131	997	Mayotte	42.145383615084526	934	Daniela	17.08816521048451	186
20150911.tsv	Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch	40.711514807455764	1240	Dominik_Feri	19.299350940017906	497	Nomofobie	18.896505012191817	201
20150912.tsv	Petr_Svojtka	41.62478070175439	1641	Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch	29.318857034724193	893	Yperit	25.299214160977936	1837
20150913.tsv	Pavel_Kopta	40.33598726114649	657	Petr_Svojtka	23.057236842105265	909	Robert_Vano	19.743508692707156	252
20150914.tsv	Taser	20.906476790360124	440	John_Bonham	18.74463685706901	418	Toxique	17.465474209650584	242
20150915.tsv	Seznam_maleb_Hieronyma_Bosche	29.468640436306977	1090	Legionella	26.390205204146394	719	Karel_Toman	23.081074297188753	530
20150916.tsv	Seznam_maleb_Hieronyma_Bosche	34.037631476431635	1259	Legionella	30.134017347154643	821	Chammurapi	25.129812508945182	506
20150917.tsv	Kofola	20.859306616321977	1401	Eden_Hazard	19.547527141133894	467	Ludmila	12.805202661826982	244
20150918.tsv	Tripolis	50.65188027628549	1902	Nova_Sport_2	24.828505658929597	373	Boeing_B-52_Stratofortress	22.866306253652837	902
20150919.tsv	Pompeje	31.01558486536408	3097	Tupolev_Tu-204	21.279295689131754	303	Auschwitz	16.52607740872907	1735
20150920.tsv	Orient_expres	21.9302172481896	576	Saab_35_Draken	15.34898236092266	163	Ushuaia	13.78192007797271	163
20150921.tsv	Eduard_Albert	73.2536268134067	844	Ztohoven	72.97415196301843	3230	Albertov	38.758452835153264	849
20150922.tsv	Ztohoven	49.18412657074028	2177	Richmond	13.85388795986622	191	Konec_civilizace	13.026576616086308	428
20150923.tsv	Ztohoven	51.827462725437854	2294	Wyatt_Earp	35.46628884111784	523	Su-24	26.611872834111796	509
20150924.tsv	Rovnodennost	64.16957431960921	6890	MOL_Cup_2015/16	30.390849673202617	536	TV_JOJ	26.280019930244144	608
20150925.tsv	Prvoci	30.5807737456567	202629	Legionella	27.381214300825047	746	TV_JOJ	24.59429496761335	569
20150926.tsv	Prvoci	309.24388458575936	2049058	TV_JOJ	25.069755854509214	580	Pavel_Soukup	20.499958454507688	711
20150927.tsv	Miroslav_Provod	36.22279927291613	402	TV_JOJ	20.358370702541105	471	Exxon_Valdez	18.03102803738318	278
20150928.tsv	Soubor:Anouchka_Delon_2014.jpg	347	6307	Richmond	34.52591973244147	476	Aragonie	31.621605310802654	604
20150929.tsv	Sitatunga	16.59324735545573	330	Seznam_maleb_Hieronyma_Bosche	16.113128165173354	596	Starci_na_chmelu	15.785773366418526	275
20150930.tsv	Voda_na_Marsu	29.023567467652494	362	Tonga	25.786991485335854	1571	Miroslav_Macek	21.182799325463744	362
20151001.tsv	Su-24	69.4313695946964	1328	Suchoj_Su-34	57.48261490552343	7075	Renta	37.007528230865745	595
20151002.tsv	Villarreal_CF	76.61930943479217	1004	Sitatunga	24.688740762208376	491	Renta	23.635060046603332	380
20151003.tsv	Su-24	17.93295163477475	343	Opus_Dei	15.335512552301255	338	Suchoj_Su-34	14.397059167856892	1772
20151004.tsv	Mastodont	67.80534890290988	2075	Defenestrace	13.793036154478225	387	Les_Charlots	13.696563876651982	224
20151005.tsv	Tonga	33.271948912015134	2027	Speci	17.945708154506438	241	Sputnik_1	17.610564474365614	588
20151006.tsv	CD-ROM	143.93175343175344	6406	Sitatunga	24.839588465439792	494	Henning_Mankell	21.99162265525405	348
20151007.tsv	Lockheed_AC-130	73.00192225544639	985	Suchoj_Su-30	30.81527133675047	2183	Josef_Thomayer	24.127761603014214	406
20151008.tsv	Kalifornium	57.209980039920154	826	Vladimir_putin	41.08586272901285	433	Bitva_u_Lepanta	20.980911453128126	605
20151009.tsv	Dikobraz	32.25081874647092	823	Vladimir_putin	17.459119496855344	184	Monika_Le_Fay	16.64465476446548	223
20151010.tsv	Lupus	67.71607635694572	3394	Billboard_Hot_100	33.91791221826809	412	Tonga	33.04214758751183	2013
20151011.tsv	Martin_Rota	25.584191298571902	666	Ankara	19.598511383537655	903	Samoa	19.154241482139458	870
20151012.tsv	Lichnice	13.684732472324722	171	Olivia_Newton-John	11.766622340425531	153	Dostih	11.727925644275453	160
20151013.tsv	Lupus	25.85740570377185	1296	Erebos	19.492282842785354	313	Ankara	16.47316737553165	759
20151014.tsv	Coltan	188.84478505990134	3089	Regent	61.92597045688766	1039	Ivan_Langer	55.49330571787855	2162
20151015.tsv	Prequel	51.14453301248308	1960	Ivan_Langer	26.617279384569866	1037	Rozum_a_cit	25.204842428900847	378
20151016.tsv	Prequel	46.0822680102271	1766	Mata_Hari	39.455073720728535	1311	Manaus	26.7296918767507	385
20151017.tsv	Aegna	34.43990695270096	384	Pile_(artist)	29.23244929797192	324	Pile	29.20207792207792	324
20151018.tsv	John_Dillinger	37.71909604519774	481	DJ_Lucca	34.71381644435596	1005	Aegna	34.35021969501163	383
20151019.tsv	Horatio_Nelson	28.640949122934714	1134	Bitva_u_Trafalgaru	27.19306578009974	1650	Mikroekonomie	21.966890119498686	1086
20151020.tsv	Mosambik	29.98928532579136	1589	Ada_Lovelace	27.58205128205128	682	Scipio_Africanus	24.26384195476995	269
20151021.tsv	Jon_Buckland	29.52995758218452	321	Mikroekonomie	21.80507140775284	1078	Wikipedie:Rady_a_informace	20.656426269137793	1182
20151022.tsv	Prampouch	79.51408844933756	1228	Felipe_Poey	39.09318282425852	509	Michael_J._Fox	32.84592353754031	822
20151023.tsv	Felipe_Poey	122.42540947321824	1594	Gelsenkirchen	44.373866015352405	733	FC_Schalke_04	36.534805345729225	906
20151024.tsv	Martin_Havelka	222.79584984588288	11665	Enfant_terrible	45.506185931424525	742	Jon_Buckland	30.26590668080594	329
20151025.tsv	DJ_Lucca	48.63388413298826	1408	Commodus	46.66140802747371	1253	Martin_Havelka	43.718791281373846	2289
20151026.tsv	DJ_Lucca	50.05006967947442	1449	Geoffrey_Chaucer	37.3006867721708	720	George_Jung	37.057842182172436	877
20151027.tsv	Bitva_u_Leyte	57.9363863150392	937	Aegna	34.35021969501163	383	Jon_Buckland	24.01033934252386	261
20151028.tsv	Jon_Buckland	47.37672322375398	515	Giuseppe_Garibaldi	38.13225938846706	1071	Chris_Martin	24.428873332452778	533
20151029.tsv	Miroslav_Toman_(1935)	52.83228054890002	699	Jon_Buckland	30.54188759278897	332	Daniel_Kroupa	20.634291377601585	240
20151030.tsv	Miroslav_Toman_(1935)	186.31126116314528	2465	Jon_Buckland	54.18425238600212	589	Felipe_Poey	30.875166002656044	402
20151031.tsv	Felipe_Poey	30.875166002656044	402	Halloween	30.353205453359696	8450	WTA_Finals_2015	30.043290043290046	360
20151101.tsv	Mihrimah_Sultan	84.29770318021203	4125	Samhain	40.73376184032477	1388	Felipe_Poey	30.644754316069058	399
20151102.tsv	Bolid	53.70839398350315	638	WTA_Tour_Championships	37.61361480075902	457	Brom	32.401483229394906	1662
20151103.tsv	George_Boole	333.5991904761905	20189	Booleova_algebra	93.30372397223705	4029	Server_Name_Indication	53.05334037496699	579
20151104.tsv	Czech_News_Center	58.89479659413434	1794	3._listopad	46.5	837	Strana_spravedlnosti_a_rozvoje	27.080571717682773	617
20151105.tsv	Felipe_Poey	61.44311642319611	800	4._listopad	35.01441515650741	735	Antonov_An-12	31.653259726603576	347
20151106.tsv	5._listopad	39.500395256916995	864	Aegna	34.35021969501163	383	Antonov_An-12	30.19374342797056	331
20151107.tsv	Adolphe_Sax	332.81770612360344	6782	6._listopad	37.63699059561129	692	Saxofon	18.66993157117939	802
20151108.tsv	Defektoskopie	313.9695367988862	38345	Wikipedie:Konference	51.21167774580812	2975	7._listopad	31.65721877767936	721
20151109.tsv	Aegna	34.43990695270096	384	Venerologie	30.195644805965088	1027	8._listopad	29.90068643201402	590
20151110.tsv	9._listopad	38.749867374005305	842	Aegna	34.17084517963298	381	Strana_spravedlnosti_a_rozvoje	25.676068808499874	585
20151111.tsv	Bitva_u_Varny	80.42771804062126	970	Helmut_Schmidt	36.690080328787595	1132	10._listopad	33.17382143797735	726
20151112.tsv	Martin_z_Tours	58.955427372836915	3240	11._listopad	46.977971546581	1770	Bitva_u_Varny	40.29677419354839	486
20151113.tsv	Farinelli	113.09898145729956	1248	Strana_spravedlnosti_a_rozvoje	47.401973184922845	1080	12._listopad	40.00669443617971	775
20151114.tsv	Farinelli	64.34317054061113	710	Helmut_Schmidt	37.37072669531104	1153	Mil_Mi-2	35.28043636363636	699
20151115.tsv	Eagles_of_Death_Metal	131.92850732874663	3813	Bataclan	112.67957914873266	1358	Helmut_Schmidt	35.45843452269755	1094
20151116.tsv	Fed_Cup	111.31747606528101	6467	Peroxidy_acetonu	60.35565939771547	670	Eagles_of_Death_Metal	53.5948748628976	1549
20151117.tsv	Peroxidy_acetonu	70.80529595015577	786	Fed_Cup	39.659110074904504	2304	Eagles_of_Death_Metal	38.68242097916043	1118
20151118.tsv	Czech_News_Center	95.13774834437086	2898	17._listopad	54.53908306522374	8598	Jan_Opletal	52.72327508409221	3704
20151119.tsv	Bree_Olson	193.81981981981983	2604	Eduard_Albert	46.955227613806905	541	Jonah_Lomu	46.091504106776185	1035
20151120.tsv	Bree_Olson	34.908408408408405	469	19._listopad	33.1355116514691	754	Vratislav_Brabenec	30.875870266598742	524
20151121.tsv	Mali	176.85398854042091	28553	Specnaz	53.98055455527548	3024	20._listopad	39.95566651535784	761
20151122.tsv	Avro_Lancaster	32.930277598450616	588	Iveta	25.262902442970393	450	21._listopad	24.291135099771015	428
20151123.tsv	Jadeit	41.894254787676935	1015	Tor_(software)	39.58350424034145	2058	22._listopad	27.66397628067864	484
20151124.tsv	Peroxidy_acetonu	49.36552440290758	548	23._listopad	47.07741433021807	871	Radek_Duda	21.470510795155345	235
20151125.tsv	Australopithecus	176.10949724058463	16737	Suchoj_Su-24	87.69510510971307	14823	24._listopad	40.69696569920844	889
20151126.tsv	25._listopad	42.803062526584434	870	Suchoj_Su-24	39.74470189078138	6718	General_Dynamics_F-111	16.092444717444717	302
20151127.tsv	26._listopad	40.732078853046595	786	Panavia_Tornado	28.913831977257132	850	Nymfy	22.736574806427438	787
20151128.tsv	27._listopad	33.02706065318818	612	Entoderm	31.674774528559713	334	Petr_Janda	24.17894868821114	2223
20151129.tsv	Jaroslav_Wykrent	34.83038110574342	374	Nova_Sport_2	23.83004028390562	358	Slza_(skupina)	23.257372654155496	500
20151130.tsv	Proces_s_Omladinou	43.781894934333955	538	Advent	39.80246626337832	4930	Ortel	37.10575793184489	546
20151201.tsv	Jonah_Lomu	116.31981519507187	2612	30._listopad	37.407357498989356	800	Ortel	27.115746180963573	399
20151202.tsv	Czech_News_Center	45.17237464522233	1376	Jonah_Lomu	42.128080082135526	946	1._prosinec	36.9306481728461	798
20151203.tsv	2._prosinec	34.71432503096188	727	Panavia_Tornado	23.84540731300853	701	Robert_Vano	22.2506209076541	284
20151204.tsv	Fotovoltaika	50.859703275913574	1472	Shrek	48.24569034960528	863	3._prosinec	40.51663467690339	730
20151205.tsv	Miloslav_Ransdorf	47.265377504621995	2726	Hikikomori	43.595497458242555	519	4._prosinec	34.40536839222131	724
20151206.tsv	Miloslav_Ransdorf	39.25488432518863	2264	Josef_Bryks	25.782034537802932	512	Krampus	24.579166666666666	459
20151207.tsv	Buchanky	342.3370898040833	258428	Miloslav_Ransdorf	34.72947584070354	2003	Thomas_Edward_Lawrence	34.42842716485736	393
20151208.tsv	Ivan_Rajmont	144.95449241540257	2864	Waterboarding	58.29104593420236	2165	Indoktrinace	40.72769953051643	475
20151209.tsv	Ivan_Rajmont	77.38666861143524	1529	Miloslav_Ransdorf	44.12706740618598	2545	8._prosinec	39.06852646638054	787
20151210.tsv	1875	57.856513026052106	1248	Ivan_Rajmont	36.08678529754959	713	9._prosinec	35.618671620993965	663
20151211.tsv	10._prosinec	41.15243312922978	736	Hello_world	25.285560634579188	271	Baba_Vanga	25.270851701639923	413
20151212.tsv	Booleova_logika	170.77576054955838	5015	Eduard_VIII.	49.887058466825	2845	11._prosinec	34.43586129123203	704
20151213.tsv	Jaroslav_Wykrent	47.03032742887815	505	Philip_Zimbardo	31.01705497182884	587	Hikikomori	29.819656257564755	355
20151214.tsv	Alois_Alzheimer	68.00746616892206	840	Hello_world	28.4579187953751	305	13._prosinec	28.379859894921193	467
